360,4.6484815380386899e-27
360.01,4.6199177476036803e-27
360.02,4.5939998103629999e-27
360.03,4.5702720890325704e-27
360.04,4.5480954072427399e-27
360.05,4.5267819648235796e-27
360.06,4.50576649646578e-27
360.07,4.4847712381587799e-27
360.08,4.4639178611357705e-27
360.09,4.4437487750700602e-27
360.1,4.4251415322023097e-27
360.11,4.4091280057370502e-27
360.12,4.3966566943385598e-27
360.13,4.3883540034394303e-27
360.14,4.3843431755499598e-27
360.15,4.3841663819434099e-27
360.16,4.3868297446525503e-27
360.17,4.3909598843257801e-27
360.18,4.3950327748082897e-27
360.19,4.39761901160763e-27
360.2,4.3975885081339005e-27
360.21,4.3942319166834098e-27
360.22,4.3872810208272104e-27
360.23,4.3768382694319202e-27
360.24,4.3632482605336102e-27
360.25,4.3469550498298105e-27
360.26,4.3283862057827104e-27
360.27,4.3078895651221101e-27
360.28,4.2857273091029495e-27
360.29,4.2621116406474198e-27
360.3,4.23725363497252e-27
360.31,4.2113955549536301e-27
360.32,4.1848068668985301e-27
360.33,4.1577413515658198e-27
360.34,4.1303706880531995e-27
360.35,4.1027221146407199e-27
360.36,4.0746496969317196e-27
360.37,4.0458593815067495e-27
360.38,4.0159903089512999e-27
360.39,3.9847346776303503e-27
360.4,3.95196267692707e-27
360.41,3.91781326850739e-27
360.42,3.88271836158469e-27
360.43,3.8473456562366305e-27
360.44,3.8124689679505599e-27
360.45,3.7787970270109394e-27
360.46,3.7468056227690098e-27
360.47,3.7166190090841998e-27
360.48,3.6879740469501096e-27
360.49,3.6602780956269099e-27
360.5,3.63274572334057e-27
360.51,3.60457753899947e-27
360.52,3.57513326384681e-27
360.53,3.5440538086267603e-27
360.54,3.5113026996592901e-27
360.55,3.4771209689480497e-27
360.56,3.4419144750763897e-27
360.57,3.4061112260842202e-27
360.58,3.3700332892413397e-27
360.59,3.3338214981677997e-27
360.6,3.2974336204082e-27
360.61,3.2607134088893001e-27
360.62,3.2235060655328301e-27
360.63,3.1857815562555401e-27
360.64,3.1477249185616302e-27
360.65,3.10976259754059e-27
360.66,3.0725127471729201e-27
360.67,3.0366696289836498e-27
360.68,3.0028512608271903e-27
360.69,2.9714500113397999e-27
360.7,2.94252525140887e-27
360.71,2.9157661011057302e-27
360.72,2.8905343027549603e-27
360.73,2.8659775677868796e-27
360.74,2.8411877170914704e-27
360.75,2.8153694235923599e-27
360.76,2.7879857832521102e-27
360.77,2.7588550845838403e-27
360.78,2.7281858445896696e-27
360.79,2.6965504726640303e-27
360.8,2.6648083733923797e-27
360.81,2.6339949742046501e-27
360.82,2.6051940225733201e-27
360.83,2.57940807499161e-27
360.84,2.5574386711398599e-27
360.85,2.5397852398579903e-27
360.86,2.52657119493001e-27
360.87,2.5175063900374801e-27
360.88,2.5118954157317499e-27
360.89,2.50869909558243e-27
360.9,2.5066505839846499e-27
360.91,2.5044177573692799e-27
360.92,2.5007919589623901e-27
360.93,2.4948728355400402e-27
360.94,2.4862136649609302e-27
360.95,2.4748940811158601e-27
360.96,2.4614983907374e-27
360.97,2.4469961394012498e-27
360.98,2.4325432466613901e-27
360.99,2.41924149215665e-27
361,2.4079060469528501e-27
361.01,2.3988913868763501e-27
361.02,2.3920143969903098e-27
361.03,2.38659212210904e-27
361.04,2.38158551845676e-27
361.05,2.37581621924378e-27
361.06,2.36820690888731e-27
361.07,2.3579915440405402e-27
361.08,2.3448503361361699e-27
361.09,2.3289436769922799e-27
361.1,2.3108438947449701e-27
361.11,2.2913874590837501e-27
361.12,2.2714871004799301e-27
361.13,2.2519494250913801e-27
361.14,2.2333381579530499e-27
361.15,2.21590836343548e-27
361.16,2.1996173869793701e-27
361.17,2.1841992599596302e-27
361.18,2.1692757131421798e-27
361.19,2.15447168624629e-27
361.2,2.1395067326058298e-27
361.21,2.1242440468471102e-27
361.22,2.1086924283869599e-27
361.23,2.0929693135227901e-27
361.24,2.0772417459048399e-27
361.25,2.0616650334634602e-27
361.26,2.04633593392918e-27
361.27,2.03127019129887e-27
361.28,2.0164056987547901e-27
361.29,2.0016251363135301e-27
361.3,1.9867875678390799e-27
361.31,1.9717579647271102e-27
361.32,1.95642651252543e-27
361.33,1.9407144876156401e-27
361.34,1.9245686951804099e-27
361.35,1.9079503230178601e-27
361.36,1.8908255614167799e-27
361.37,1.8731642327583998e-27
361.38,1.85494948432781e-27
361.39,1.8361973667205999e-27
361.4,1.81698109178552e-27
361.41,1.7974520629838798e-27
361.42,1.7778491584955801e-27
361.43,1.7584894833906e-27
361.44,1.73973761986739e-27
361.45,1.7219555479313099e-27
361.46,1.7054407901843499e-27
361.47,1.6903646987786399e-27
361.48,1.6767249654244098e-27
361.49,1.66432554307007e-27
361.5,1.6527929475771e-27
361.51,1.64163084308476e-27
361.52,1.6303061770230802e-27
361.53,1.6183518098507098e-27
361.54,1.6054647125630001e-27
361.55,1.59157722966826e-27
361.56,1.57688263826352e-27
361.57,1.5618050348242799e-27
361.58,1.5469158316626299e-27
361.59,1.53281209910039e-27
361.6,1.51998238804158e-27
361.61,1.5086905802941998e-27
361.62,1.49890598702432e-27
361.63,1.4902983741402e-27
361.64,1.48230179189021e-27
361.65,1.4742345225453599e-27
361.66,1.46544832142776e-27
361.67,1.4554721806810101e-27
361.68,1.44411638713997e-27
361.69,1.43151180463238e-27
361.7,1.41807493468393e-27
361.71,1.4044074808737801e-27
361.72,1.391155200671e-27
361.73,1.3788606185878602e-27
361.74,1.3678451701307201e-27
361.75,1.3581483377028299e-27
361.76,1.3495364874429801e-27
361.77,1.3415763576172399e-27
361.78,1.3337521310048701e-27
361.79,1.32559485554437e-27
361.8,1.31679115355991e-27
361.81,1.30724493445698e-27
361.82,1.2970791984595201e-27
361.83,1.28658131460252e-27
361.84,1.2761100261814999e-27
361.85,1.2659920053461899e-27
361.86,1.25643763276121e-27
361.87,1.24749945696632e-27
361.88,1.23908423577579e-27
361.89,1.23101395494114e-27
361.9,1.22311689560831e-27
361.91,1.21532053638131e-27
361.92,1.2077164282075e-27
361.93,1.20057384679751e-27
361.94,1.1942925458819201e-27
361.95,1.1893020021708301e-27
361.96,1.1859307677925801e-27
361.97,1.1842805006647e-27
361.98,1.1841415873285301e-27
361.99,1.18497968491082e-27
362,1.1860061858746901e-27
362.01,1.1863241682895899e-27
362.02,1.1851201410220301e-27
362.03,1.18185657332316e-27
362.04,1.17641550200717e-27
362.05,1.1691516991934399e-27
362.06,1.16083393407562e-27
362.07,1.1524804123541701e-27
362.08,1.14512270481786e-27
362.09,1.13955375712374e-27
362.1,1.1361235351694499e-27
362.11,1.13463729501971e-27
362.12,1.1343875125603499e-27
362.13,1.13431670095518e-27
362.14,1.1332733930809e-27
362.15,1.1302971067355801e-27
362.16,1.12485800101158e-27
362.17,1.11698686223818e-27
362.18,1.10725920490478e-27
362.19,1.0966364917499101e-27
362.2,1.0862070755394699e-27
362.21,1.0768981416617999e-27
362.22,1.0692390649201399e-27
362.23,1.0632429155535e-27
362.24,1.0584396448425999e-27
362.25,1.0540508907496601e-27
362.26,1.04925487246176e-27
362.27,1.04346274649057e-27
362.28,1.03652341187333e-27
362.29,1.0287938706292e-27
362.3,1.02105139371153e-27
362.31,1.0142706185944901e-27
362.32,1.00932946655745e-27
362.33,1.0067301417289e-27
362.34,1.0064184998405999e-27
362.35,1.0077573068286301e-27
362.36,1.0096643640465e-27
362.37,1.01087830897514e-27
362.38,1.0102774600911901e-27
362.39,1.00716157067265e-27
362.4,1.0014174313651301e-27
362.41,9.9352355630592401e-28
362.42,9.8439635184291605e-28
362.43,9.7512601397742797e-28
362.44,9.66681240798247e-28
362.45,9.596686551047169e-28
362.46,9.5421396618678697e-28
362.47,9.4999351952215384e-28
362.48,9.4639897220942001e-28
362.49,9.4277844006765105e-28
362.5,9.3867636348496091e-28
362.51,9.33997460374125e-28
362.52,9.2904585742824713e-28
362.53,9.2443032299775796e-28
